Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Extreme_Weather_Events,Irrigation_Access_%,Soil_Health_Index,Fertilizer_Use_KG_per_HA,Pesticide_Use_KG_per_HA,Adaptation_Strategies_Drought-resistant Crops,Adaptation_Strategies_No Adaptation,Adaptation_Strategies_Organic Farming,Adaptation_Strategies_Water Management,Crop_Type_Coffee,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Fruits,Crop_Type_Rice,Crop_Type_Soybeans,Crop_Type_Sugarcane,Crop_Type_Vegetables,Crop_Type_Wheat,Yield_Category
-1.4318333900651625,-1.4793566707886419,0.03449871830626824,0.9535923575404941,-1.5542207452585384,0.9132353459055637,-1.218417068397153,-1.0152988971734553,False,False,False,True,False,True,False,False,False,False,False,False,False,rendah
-1.2741721893269704,1.607175051847763,1.732111015921695,0.9535923575404941,-1.6885115493194953,-0.5328522597553327,-0.9234767693868454,0.5615630950330679,False,False,False,False,False,True,False,False,False,False,False,False,False,rendah
0.40379344710093124,-0.4098305254647297,1.2588725192576684,0.007241466016014027,1.134673635194092,0.14789236747333417,0.5487872025323761,0.17386639111806101,False,False,False,True,False,False,False,False,False,False,False,False,True,rendah
1.036315169110107,-0.5942583385618401,-0.11782128921949957,0.007241466016014027,1.505608692829515,1.3159432867225223,1.3166069892121024,-0.7202376888841581,False,True,False,False,True,False,False,False,False,False,False,False,False,tinggi
-1.3717719802601371,-0.0022072669611832205,-0.3619984005203486,1.2690426547153209,1.5706377641369698,-0.7510269549645204,1.3340178687286495,1.3362703140065948,False,False,False,False,False,False,False,False,False,False,True,False,False,rendah
0.035917312045149835,-0.8185424811958137,-0.48757520061792814,0.007241466016014027,-0.09549169598894441,1.6093165163348762,0.758762409501934,0.08123089549235134,False,False,False,True,True,False,False,False,False,False,False,False,False,tinggi
0.6243314362287596,0.2342152240717727,1.4856084083227425,-0.939109425508466,-1.3356614996808203,0.707428830696897,-0.7330017474758204,-1.6685506885488297,False,False,True,False,False,False,False,True,False,False,False,False,False,rendah
0.8279771538489242,-1.0550025135124779,-0.8317486527372202,-0.30820883115881265,0.44628896910511723,-0.08067159893629114,-0.322801426065971,-0.7847394413939115,True,False,False,False,False,False,False,False,True,False,False,False,False,tinggi
1.4332835495401974,-0.49572498258907266,-1.025927593628848,-1.2545597226832927,-0.3486818079434138,-1.112177810979729,-0.5999826279694006,-1.0146127083169687,False,False,False,True,False,False,False,False,False,False,False,False,True,tinggi
0.41505496143937365,-1.4439927815355251,1.2577097711086167,-1.2545597226832927,-1.1232588525700802,0.9607291571075633,0.806120001786942,1.338328880576055,False,True,False,False,False,False,False,False,False,False,False,False,False,rendah
-1.9123246685053672,-0.2831537204720545,-1.096855230720999,1.5844929518901474,-1.376064177120363,-1.022632187775958,-1.314525123328493,-1.406426545370896,False,False,False,True,False,False,False,False,False,False,True,False,False,tinggi
1.6472523219706012,-1.3904463972064076,-0.21084114114363264,-0.6236591283336393,0.5944321197167746,0.7757011842997719,-0.7841897332544687,-0.2975453532883278,False,False,False,True,True,False,False,False,False,False,False,False,False,tinggi
0.21422462240381934,-0.1543996311141929,-0.08177609659889798,-0.6236591283336393,-1.6331021631166935,-0.4883268117534577,-0.5923218409821199,-0.9556004666591092,True,False,False,False,False,False,False,False,False,False,False,True,False,tinggi
-0.19775911047752795,0.8046800575402192,-0.4038573338862086,1.2690426547153209,0.09382370687062808,0.619862116293209,-0.12675492270965072,-0.37028137207592193,True,False,False,False,False,False,False,False,False,False,False,False,False,tinggi
-0.43612783064122307,-1.6276947964809436,0.6077335557887374,1.2690426547153209,-0.3001985950159621,-1.4085194037922082,-1.4304815809086966,0.5540150176117139,True,False,False,False,False,False,False,False,False,True,False,False,False,tinggi
-0.14802075548274105,-0.20082568529998995,-1.1061572159134125,0.007241466016014027,0.27236506241298936,0.5763261226913758,-0.7733949879542096,-1.5361162392468892,True,False,False,False,False,False,False,False,False,True,False,False,False,tinggi
0.3775165803112325,1.2636347646340997,-1.0363923269703128,1.5844929518901474,-0.08548722348010528,1.1551569467157512,0.4028840321837116,0.2246443664980795,True,False,False,False,False,False,False,False,False,False,False,False,False,tinggi
0.4826240474700273,1.065028860056529,-0.37362588201086516,1.5844929518901474,1.1200517138350194,0.6797241074957302,-0.9760576255268176,-0.34420619552942594,False,False,False,False,True,False,False,False,False,False,False,False,False,rendah
0.06031725977844129,0.006352145724284406,1.7007168158973003,0.007241466016014027,-0.9654960168537695,-1.712281904605,-1.6213048204100524,1.625842011443998,False,True,False,False,False,False,False,False,True,False,False,False,False,tinggi
0.22454767721405808,-0.6796647589979764,0.9833012079324244,-0.30820883115881265,-0.2740330515313057,0.89344625790473,-0.8708959132468731,0.322769372975683,False,False,True,False,False,False,True,False,False,False,False,False,False,tinggi
1.2455916438994925,0.01595020059234553,0.10542635539841956,-0.939109425508466,1.5321590237183573,0.43384468908537605,-0.24131850992853052,-0.7668985311252564,False,False,True,False,False,False,False,False,True,False,False,False,False,tinggi
-0.2634512774517746,-0.48647731303562125,1.6576951343823887,1.2690426547153209,-0.9855049618714479,-0.9137922037713746,1.7174054356830164,0.8868166130077813,False,True,False,False,False,False,False,False,False,True,False,False,False,tinggi
0.4488395044547005,-1.204191574968832,1.5716517713525657,1.5844929518901474,-0.530301462719264,-1.4297926733931041,1.2605439571688208,-0.45125165714135695,True,False,False,False,True,False,False,False,False,False,False,False,False,rendah
0.37939349936763983,0.832873561605071,-0.7282640674716222,-0.6236591283336393,-0.5791694630509016,-0.24096321174304094,1.04952409742827,0.3042422738505411,True,False,False,False,True,False,False,False,False,False,False,False,False,tinggi
0.32027054909081754,-1.754246463861258,0.19612071102444914,0.007241466016014027,-0.7684848659104743,0.3932770586836673,0.793235950944697,-0.5672175738876157,False,False,False,True,False,False,False,False,False,False,False,True,False,tinggi
1.0250536547716647,0.055768988845500876,1.3530551193308529,-1.2545597226832927,1.2958995575480776,1.56380161393296,-0.764341330605605,0.2905184967208064,False,True,False,False,False,False,False,False,False,True,False,False,False,tinggi
-1.6307868100443097,0.6193887949178204,-0.8480271268239434,-0.30820883115881265,-0.8519837326188631,1.1764302163166467,1.2427848600619427,1.2106977532695218,False,True,False,False,False,False,False,True,False,False,False,False,False,rendah
-0.0992208600161578,-0.24518696888183664,-0.35037091902983203,0.3226917631908407,0.9338146102089356,-0.48288481255322857,0.6194753733695573,0.021532464978005338,False,False,True,False,False,True,False,False,False,False,False,False,False,tinggi
0.1701170245782538,-1.3173660315877942,-0.8875605638917,-0.6236591283336393,-0.8312052127928125,0.017284386667834103,1.71879830604434,-1.5978732363306956,False,False,True,False,False,False,False,True,False,False,False,False,False,tinggi
1.3948067088838534,0.920182073749089,-0.20502740039837425,-0.30820883115881265,0.6713896005539992,1.4678245371289178,-1.3065161187508811,1.639565788573733,True,False,False,False,False,False,False,False,False,False,False,False,True,tinggi
-0.026959476344486463,0.4953774210684267,0.5437824075908964,1.5844929518901474,-0.7623282674434965,1.0349382371106883,1.1278730552527318,-0.2172612570793794,False,True,False,False,False,False,True,False,False,False,False,False,False,tinggi
1.4238989542581624,-1.2765211149132816,-0.4108338227805184,-1.5700100198581195,0.8580114915842694,-1.2046917973836249,1.236516943435986,0.6658638012190518,True,False,False,False,False,False,False,True,False,False,False,False,False,tinggi
